Waktu_hari,Padi_tanpa_kg_ha,Wereng_tanpa_ind_ha,Padi_kontrol_kg_ha,Wereng_kontrol_ind_ha
6.5,9.763347630431028e-07,68.23264564398985,9.763347630431028e-07,68.23264564398985
6.6000000000000005,9.246052475033901e-07,66.21606627147608,9.246052475033901e-07,66.21606627147608
6.7,8.791025105412824e-07,64.25908582198485,8.791025105412824e-07,64.25908582198485
6.800000000000001,8.390681848094751e-07,62.35994288163982,8.390681848094751e-07,62.35994288163982
6.9,8.038593443363745e-07,60.516928094144134,8.038593443363745e-07,60.516928094144134
7.0,7.72929571465599e-07,58.728382622257186,7.72929571465599e-07,58.728382622257186
7.1000000000000005,7.458134679193028e-07,56.992696654739795,7.458134679193028e-07,56.992696654739795
7.2,7.22113938912246e-07,55.3083079574243,7.22113938912246e-07,55.3083079574243
7.300000000000001,7.0149171904257e-07,53.67370046710559,7.0149171904257e-07,53.67370046710559
7.4,6.836567176949239e-07,52.0874029269882,6.836567176949239e-07,52.0874029269882
7.5,6.683608470456362e-07,50.547987562460904,6.683608470456362e-07,50.547987562460904
7.6000000000000005,6.553920628625435e-07,49.05406879600761,6.553920628625435e-07,49.05406879600761
7.7,6.445694012558502e-07,47.60430200009778,6.445694012558502e-07,47.60430200009778
7.800000000000001,6.357388365028504e-07,46.19738228693391,6.357388365028504e-07,46.19738228693391
7.9,6.287698184488733e-07,44.83204333396719,6.287698184488733e-07,44.83204333396719
8.0,6.235523746360993e-07,43.50705624412392,6.235523746360993e-07,43.50705624412392
8.1,6.199946836667271e-07,42.22122843971719,6.199946836667271e-07,42.22122843971719
8.200000000000001,6.180210434819135e-07,40.97340258904806,6.180210434819135e-07,40.97340258904806
8.3,6.175701721014406e-07,39.762455564730466,6.175701721014406e-07,39.762455564730466
8.4,6.185937896004057e-07,38.58729743280187,6.185937896004057e-07,38.58729743280187
8.5,6.210554392314982e-07,37.446870471710255,6.210554392314982e-07,37.446870471710255
8.6,6.249295130545692e-07,36.34014822029429,6.249295130545692e-07,36.34014822029429
8.700000000000001,6.302004535411617e-07,35.26613455389975,6.302004535411617e-07,35.26613455389975
8.8,6.368621076437562e-07,34.2238627878009,6.368621076437562e-07,34.2238627878009
8.9,6.449172139672616e-07,33.212394807119495,6.449172139672616e-07,33.212394807119495
9.0,6.543770071211087e-07,32.2308202224587,6.543770071211087e-07,32.2308202224587
9.1,6.652609261983212e-07,31.278255550491625,6.652609261983212e-07,31.278255550491625
9.200000000000001,6.775964167309729e-07,30.353843418767113,6.775964167309729e-07,30.353843418767113
9.3,6.914188174965522e-07,29.456751794017116,6.914188174965522e-07,29.456751794017116
9.4,7.06771325267401e-07,28.586173233270813,7.06771325267401e-07,28.586173233270813
9.5,7.237050320628871e-07,27.741324157101808,7.237050320628871e-07,27.741324157101808
9.600000000000001,7.422790307280665e-07,26.92144414435398,7.422790307280665e-07,26.92144414435398
9.700000000000001,7.625605857616101e-07,26.125795247711427,7.625605857616101e-07,26.125795247711427
9.8,7.84625367281284e-07,25.35366132949618,7.84625367281284e-07,25.35366132949618
9.9,8.085577468733657e-07,24.60434741709621,8.085577468733657e-07,24.60434741709621
10.0,8.344511548448411e-07,23.877179077443333,8.344511548448411e-07,0.0
10.100000000000001,8.624084991022134e-07,23.17150180997806,9.039501214936271e-07,0.0
10.200000000000001,8.925426465336792e-07,22.48668045755511,9.792374513467474e-07,0.0
10.3,9.249769683853621e-07,21.82209863475916,1.0607952400400458e-06,0.0
10.4,9.598459517084597e-07,21.177158173116542,1.1491457355275428e-06,0.0
10.5,9.972958795223865e-07,20.551278582703326,1.2448546822491108e-06,0.0
10.600000000000001,1.0374855828978319e-06,19.9438965296653,1.348534943823965e-06,0.0
10.700000000000001,1.0805872687208003e-06,19.354465329179607,1.460850427467553e-06,0.0
10.8,1.1267874274611457e-06,18.782454453401538,1.582520335261515e-06,0.0
10.9,1.1762878258431822e-06,18.227349053953766,1.7143237694993003e-06,0.0
11.0,1.2293065899077617e-06,17.68864949852812,1.85710472159738e-06,0.0
11.100000000000001,1.2860793845703694e-06,17.16587092118286,2.0117774765180856e-06,0.0
11.200000000000001,1.3468606964238975e-06,16.658542785930685,2.1793324673107884e-06,0.0
11.3,1.411925227213275e-06,16.16620846322459,2.360842617260484e-06,0.0
11.4,1.4815694061274155e-06,15.68842481896055,2.5574702102550935e-06,0.0
11.5,1.556113029817644e-06,15.224761815626971,2.7704743333652956e-06,0.0
11.600000000000001,1.6359010398663749e-06,14.774802125241933,3.001218939294754e-06,0.0
11.700000000000001,1.7213054483012579e-06,14.338140753729927,3.25118158032788e-06,0.0
11.8,1.8127274226843755e-06,13.914384676399846,3.5219628697022303e-06,0.0
11.9,1.9105995433096516e-06,13.503152484196319,3.81529673099048e-06,0.0
12.0,2.0153882461213495e-06,13.104074040405852,4.133061501123013e-06,0.0
12.100000000000001,2.127596466129404e-06,12.716790147508842,4.477291958148293e-06,0.0
12.200000000000001,2.247766497351085e-06,12.340952223877633,4.850192350749631e-06,0.0
12.3,2.376483086661338e-06,11.976221990029524,5.254150512951755e-06,0.0
12.4,2.514376780394723e-06,11.62227116415248,5.691753154399264e-06,0.0
12.5,2.662127544119813e-06,11.278781166629368,6.1658024241169505e-06,0.0
12.600000000000001,2.820468677712167e-06,10.945442833294846,6.679333853816441e-06,0.0
12.700000000000001,2.990191049695575e-06,10.621956137166803,7.235635795647411e-06,0.0
12.8,3.1721476768150602e-06,10.308029918401838,7.83827047886132e-06,0.0
12.9,3.3672586769615547e-06,10.003381622231814,8.491096820221857e-06,0.0
13.0,3.576516625901444e-06,9.707737044645535,9.198295134226536e-06,0.0
13.100000000000001,3.8009923507886822e-06,9.420830085586669,9.964393901368979e-06,0.0
13.200000000000001,4.04184119616932e-06,9.142402509445798,1.0794298765849824e-05,0.0
13.3,4.300309801145361e-06,8.87220371263096,1.169332394842053e-05,0.0
13.4,4.577743429565461e-06,8.60999049800757,1.2667226275508963e-05,0.0
13.5,4.875593898574906e-06,8.355526856004628,1.3722242042529166e-05,0.0
13.600000000000001,5.195428154608071e-06,8.108583752190224,1.4865126947425888e-05,0.0
13.700000000000001,5.538937549967346e-06,7.868938921125157,1.6103199350164324e-05,0.0
13.8,5.90794787752915e-06,7.636376666309068,1.7444387135173268e-05,0.0
13.9,6.30443022587767e-06,7.410687666039108,1.8897278476820273e-05,0.0
14.0,6.730512722321298e-06,7.1916687850063274,2.0471176832990834e-05,0.0
14.100000000000001,7.188493236827515e-06,6.979122891460248,2.2176160518917307e-05,0.0
14.200000000000001,7.680853125955045e-06,6.772858679777058,2.402314724273242e-05,0.0
14.3,8.21027210240597e-06,6.572690498271684,2.6023964015994654e-05,0.0
14.4,8.779644322906198e-06,6.378438182098828,2.81914228868497e-05,0.0
14.5,9.392095794796311e-06,6.189926891092511,3.053940298077786e-05,0.0
14.600000000000001,1.0051003210024102e-05,6.006986952398201,3.308293937426653e-05,0.0
14.700000000000001,1.0760014324228652e-05,5.829453707755877,3.583831937050059e-05,0.0
14.8,1.1523070008350863e-05,5.657167365296551,3.8823186793562345e-05,0.0
14.9,1.2344428110758126e-05,5.489972855718891,4.205665496897658e-05,0.0
15.0,1.3228689279299966e-05,5.32771969271648,4.555942911405977e-05,0.0
15.100000000000001,1.4180824905088281e-05,5.170261837530067,4.935393892178597e-05,0.0
15.200000000000001,1.5206207363199941e-05,5.017457567502939,5.3464482187154566e-05,0.0
15.3,1.6310642740016515e-05,4.869169348521053,5.7917380395755566e-05,0.0
15.4,1.750040625263703e-05,4.72526371122317,6.274114727082385e-05,0.0
15.5,1.8782280582827003e-05,4.585611130869529,6.796667135805387e-05,0.0
15.600000000000001,2.0163597366407303e-05,4.450085910760959,7.362741381733384e-05,0.0
15.700000000000001,2.165228209895788e-05,4.318566069103501,7.975962268793272e-05,0.0
15.8,2.325690274034226e-05,4.190933229216677,8.640256499916105e-05,0.0
15.9,2.49867223239843e-05,4.067072512986633,9.359877821279297e-05,0.0
16.0,2.6851755902202015e-05,3.9468724374682282,0.00010139434260732799,0.0
16.1,2.8862832186382544e-05,3.8302248145430093,0.00010983917634826611,0.0
16.2,3.1031660270545054e-05,3.717024653542771,0.00011898735513383498,0.0
16.3,3.337090185907459e-05,3.607170066751014,0.00012889745846297575,0.0
16.400000000000002,3.589424945432112e-05,3.500562177697327,0.0001396329447428547,0.0
16.5,3.861651099757575e-05,3.3971050321620604,0.00015126255763784786,0.0
16.6,4.1553701497890545e-05,3.296705511811237,0.00016386076626198455,0.0
16.7,4.472314222756821e-05,3.199273250383997,0.00017750824203354072,0.0
16.8,4.814356811119873e-05,3.104720552357048,0.00019229237524524595,0.0
16.900000000000002,5.183524398715456e-05,3.0129623140130284,0.00020830783465785086,0.0
17.0,5.582009047682757e-05,2.923915946841641,0.00022565717370031472,0.0
17.1,6.012182025793882e-05,2.8375013032046614,0.00024445148715828823,0.0
17.2,6.476608560437707e-05,2.7536406041979364,0.0002648111225558487,0.0
17.3,6.978063812665129e-05,2.6722583696453728,0.0002868664507856773,0.0
17.400000000000002,7.519550172461148e-05,2.5932813501619933,0.00031075870092220706,0.0
17.5,8.104315984812869e-05,2.5166384612248422,0.0003366408645632791,0.0
17.6,8.735875825243413e-05,2.4422607191924275,0.0003646786754910165,0.0
17.7,9.418032453339829e-05,2.3700811792151426,0.0003950516709248946,0.0
17.8,0.00010154900583481809,2.3000348749807156,0.00042795434116245904,0.0
17.900000000000002,0.00010950932623542726,2.2320587602405313,0.0004635973749690322,0.0
18.0,0.00011810946544863449,2.1660916520641367,0.0005022090086908824,0.0
18.1,0.0001274015606036821,2.1020741757708747,0.0005440364877304293,0.0
18.2,0.00013744203302389765,2.039948711489114,0.0005893476497414912,0.0
18.3,0.0001482919420769285,1.9796593422949085,0.0006384326396819868,0.0
18.400000000000002,0.00016001736834427862,1.9211518038834845,0.0006916057677056769,0.0
18.5,0.00017268982854427693,1.864373435728198,0.0007492075217891768,0.0
18.6,0.000186386724844924,1.809273133683027,0.0008116067479811388,0.0
18.7,0.00020119183142221984,1.7558013039859584,0.0008792030122337139,0.0
18.8,0.00021719582135698305,1.703909818621821,0.0009524291589390701,0.0
18.900000000000002,0.00023449683722028247,1.6535519720044485,0.0010317540825530258,0.0
19.0,0.00025320110897615925,1.6046824389391372,0.0011176857300522478,0.0
19.1,0.0002734236231320015,1.5572572338275825,0.001210774353449262,0.0
19.200000000000003,0.00029528884739373217,1.5112336710785927,0.001311616033190436,0.0
19.3,0.0003189315154369795,1.4665703266889183,0.0014208564949964092,0.0
19.400000000000002,0.00034449747678882644,1.423227000959634,0.0015391952445830007,0.0
19.5,0.0003721446172300734,1.3811646823145332,0.0016673900467356329,0.0
19.6,0.0004020438555778864,1.3403455121879326,0.0018062617774149477,0.0
19.700000000000003,0.0004343802231959893,1.300732750950332,0.0019566996799590688,0.0
19.8,0.00046935403310749803,1.2622907448412217,0.0021196670590350264,0.0
19.900000000000002,0.0005071821461572768,1.2249848938792987,0.002296207448793907,0.0
20.0,0.0005480993422900812,1.1887816207212172,0.0024874512947197077,0.0
20.1,0.000592359805681735,1.1536483404408187,0.002694623191950253,0.0
20.200000000000003,0.000640238733187279,1.119553431201681,0.0029190497264100436,0.0
20.3,0.0006920340763573424,1.0864662057965597,0.003162167968953593,0.0
20.400000000000002,0.0007480684281266957,1.0543568840281239,0.003425534676897084,0.0
20.5,0.0008086910662026421,1.0231965659061388,0.0037108362618434526,0.0
20.6,0.0008742801661815586,0.9929572056369484,0.004019899587610477,0.0
20.700000000000003,0.0009452451985056318,0.963611586381882,0.004354703667383157,0.0
20.8,0.0010220295245459837,0.9351332957618429,0.0047173923349665015,0.0
20.900000000000002,0.0011051132083700576,0.9074967020860469,0.005110287971247593,0.0
21.0,0.0011950160621286877,0.8806769312835283,0.0055359063737274155,0.0
21.1,0.0012923009444905911,0.85464984451663,0.005996972864296824,0.0
21.200000000000003,0.0013975773331682446,0.8293920164563622,0.006496439738351984,0.0
21.3,0.0015115051943301763,0.8048807142000574,0.007037505166926095,0.0
21.400000000000002,0.0016347991735911947,0.7810938768123603,0.0076236336728079945,0.0
21.5,0.0017682331353264928,0.7580100954711523,0.00825857831168536,0.0
21.6,0.0019126450792810975,0.7356085942005248,0.008946404700255182,0.0
21.700000000000003,0.002068942465856472,0.7138692111734911,0.009691517045053857,0.0
21.8,0.0022381079840674755,0.6927723805675929,0.010498686338552976,0.0
21.900000000000002,0.0024212057989911693,0.6722991149570868,0.011373080902921839,0.0
22.0,0.0026193883185927093,0.6524309882258746,0.012320299476864683,0.0
22.1,0.0028339035231324987,0.6331501189857885,0.013346407057195501,0.0
22.200000000000003,0.003066102903953257,0.6144391544853356,0.014457973724415561,0.0
22.3,0.003317450062339956,0.5962812549944078,0.01566211670062619,0.0
22.400000000000002,0.0035895300233632385,0.5786600786509193,0.016966545908757007,0.0
22.5,0.003884059324185693,0.5615597667557474,0.01837961332445203,0.0
22.6,0.004202896941259562,0.544964929502734,0.01991036643617569,0.0
22.700000000000003,0.004548056126204486,0.5288606321309335,0.021568606155325243,0.0
22.8,0.004921717225960872,0.5132323814866373,0.0233649495465403,0.0
22.900000000000002,0.00532624156910352,0.49806611298309833,0.025310897779154583,0.0
23.0,0.005764186507012556,0.48334817794623375,0.027418909734038974,0.0
23.1,0.006238321705978226,0.46906533133491624,0.02970248173615002,0.0
23.200000000000003,0.006751646794307945,0.45520471982482935,0.032176233922142396,0.0
23.3,0.007307410477161975,0.4417538702451621,0.03485600379468658,0.0
23.400000000000002,0.00790913124122054,0.428700678357755,0.037758947560905885,0.0
23.5,0.008560619781441478,0.4160333979686172,0.040903649901904884,0.0
23.6,0.009266003293168916,0.40374063036201907,0.044310242874016276,0.0
23.700000000000003,0.010029751784767109,0.3918113140476798,0.048000534700467466,0.0
23.8,0.01085670657885967,0.38023471481182947,0.05199814927504307,0.0
23.900000000000002,0.011752111184230776,0.36900041606321254,0.05632867726736638,0.0
24.0,0.012721644735582857,0.3580983094653686,0.06101983979307435,0.0
24.1,0.013771458214741723,0.3475185858467682,0.06610166569187652,0.0
24.200000000000003,0.014908213684655076,0.337251726380657,0.07160668354273901,0.0
24.3,0.01613912678676292,0.3272884940266817,0.07757012963878167,0.0
24.400000000000002,0.017472012773144127,0.31761992522662474,0.0840301732454593,0.0
24.5,0.018915336367398106,0.30823732184680086,0.09102816057485141,0.0
24.6,0.02047826577264799,0.29913224335988264,0.09860887902707627,0.0
24.700000000000003,0.022170731171500466,0.2902964992591572,0.10682084337766004,0.0
24.8,0.024003488091443977,0.28172214169840826,0.11571660572794358,0.0
24.900000000000002,0.025988186040182822,0.2734014583508352,0.12535309118507978,0.0
25.0,0.02813744284899109,0.26532696548061807,0.13579196139977798,0.0
25.1,0.030464925198540282,0.25749140122092234,0.1471000082646506,0.0
25.200000000000003,0.03298543584102764,0.24988771905233975,0.15934958026479173,0.0
25.3,0.03571500807507027,0.2425090814759296,0.1726190441762315,0.0
25.400000000000002,0.038671008075986106,0.2353488538752119,0.1869932850282765,0.0
25.5,0.04187224573405405,0.2284005985616368,0.2025642474837577,0.0
25.6,0.045339094707447035,0.22165806899821316,0.21943152204822597,0.0
25.700000000000003,0.04909362245508686,0.21511520419615768,0.2377029797965272,0.0
25.8,0.05315973107806393,0.20876612327957003,0.25749545960458947,0.0
25.900000000000002,0.057563309866871346,0.2026051202133047,0.2789355121971894,0.0
26.0,0.062332400525957926,0.19662665868935947,0.30216020567072277,0.0
26.1,0.06749737612747096,0.1908253671672404,0.32731799752544194,0.0
26.200000000000003,0.0730911349330113,0.18519603406391907,0.35456967864607203,0.0
26.3,0.07914931031632523,0.17973360308912434,0.38408939510538914,0.0
26.400000000000002,0.08571049812165461,0.17443316872185682,0.41606575413422753,0.0
26.5,0.0928165029025948,0.16928997182414562,0.4507030211058303,0.0
26.6,0.10051260460544541,0.16429939538819127,0.4882224149248498,0.0
26.700000000000003,0.1088478473898669,0.1594569604131766,0.5288635097939396,0.0
26.8,0.11787535241899949,0.15475832190814184,0.5728857519565232,0.0
26.900000000000002,0.12765265660184355,0.15019926501744896,0.6205701006853462,0.0
27.0,0.13824207943356423,0.14577570126548056,0.672220803505607,0.0
27.1,0.1497111202554353,0.14148366491733075,0.7281673164115391,0.0
27.200000000000003,0.1621328884463632,0.13731930945237084,0.7887663806587398,0.0
27.3,0.1755865692635056,0.13327890414767896,0.8544042685942914,0.0
27.400000000000002,0.190157928271533,0.12935883076844168,0.9254992119250138,0.0
27.5,0.2059398575398829,0.1255555803625482,1.002504026823628,0.0
27.6,0.22303296704628714,0.12186575015670477,1.085908951335447,0.0
27.700000000000003,0.24154622500429118,0.11828604055151605,1.1762447116760069,0.0
27.8,0.26159765113406863,0.11481325221308472,1.2740858352047875,0.0
27.900000000000002,0.28331506722109956,0.11144428325879685,1.3800542291222915,0.0
28.0,0.30683690965802324,0.10817612653507389,1.4948230452678013,0.0
28.1,0.3323131090430518,0.10500586698498189,1.6191208527925913,0.0
28.200000000000003,0.35990604231559,0.1019306791037117,1.7537361419460518,0.0
28.3,0.38979156334835047,0.09894782448005596,1.8995221837378011,0.0
28.400000000000002,0.42216011838728607,0.09605464942213524,2.057402271821998,0.0
28.5,0.45721795323843445,0.09324858266575133,2.2283753745844797,0.0
28.6,0.49518841964666255,0.09052713316387336,2.4135222270901044,0.0
28.700000000000003,0.5363133888976133,0.08788788795590494,2.614011894254059,0.0
28.8,0.5808547813036506,0.08532851011551904,2.8311088383225744,0.0
28.900000000000002,0.6290962209096397,0.08284673677600336,3.0661805254648398,0.0
29.0,0.6813448254777584,0.080440377232221,3.3207056079650665,0.0
29.1,0.7379331425849298,0.07810731111846185,3.596282720131699,0.0
29.200000000000003,0.7992212434943161,0.07584548666165264,3.894639927571567,0.0
29.3,0.8655989873465939,0.07365291900959116,4.2176448708671606,0.0
29.400000000000002,0.9374884691595947,0.07152768863409491,4.567315645889355,0.0
29.5,1.0153466661289234,0.06946793980919637,4.9458324639118905,0.0
29.6,1.0996682977895376,0.06747187916478119,5.3555501352907555,0.0
29.700000000000003,1.1909889167304732,0.06553777431636515,5.7990114206380445,0.0
29.8,1.289888247753838,0.06366395257202967,6.27896129305031,0.0
29.900000000000002,1.3969937946351805,0.06184879971790425,6.798362153916645,0.0
30.0,1.5129847349758085,0.06009075888399485,7.360410042984955,0.0
30.1,1.6385961250378895,0.0583883294926158,7.968551880534398,0.0
30.200000000000003,1.77462343791782,0.05674006629220758,8.626503775485999,0.0
30.3,1.921927459939925,0.05514457847990854,9.338270427856294,0.0
30.400000000000002,2.0814395717352965,0.05360052891692013,10.108165646853895,0.0
30.5,2.2541674421029847,0.05210663344146766,10.94083399683867,0.0
30.6,2.441201164423447,0.05066166028502673,11.841273571969241,0.0
30.700000000000003,2.6437198670939983,0.049264429598484996,12.814859886270959,0.0
30.8,2.862998831168139,0.04791381309604941,13.867370848642274,0.0
30.900000000000002,3.1004171500837248,0.046608733826026275,15.00501277150329,0.0
31.0,3.357465968034529,0.04534816607911817,16.234447336859372,0.0
31.1,3.6357573351448833,0.04413113544663298,17.562819413939913,0.0
31.200000000000003,3.9370337191087814,0.042956719043033234,18.997785587664666,0.0
31.3,4.263178214308661,0.041824045909608726,20.54754321635232,0.0
31.400000000000002,4.616225490577928,0.04073229761879975,22.220859789641835,0.0
31.5,4.998373524649635,0.039680709101896874,24.027102302873608,0.0
31.6,5.411996157862881,0.038668569726581066,25.976266301510435,0.0
31.700000000000003,5.8596565237829905,0.037695224655150905,28.079004177935495,0.0
31.8,6.3441213889236545,0.036760076519427,30.346652222613574,0.0
31.900000000000002,6.868376448606827,0.03586258745438262,32.79125584171494,0.0
32.0,7.435642618009608,0.035002281539699476,35.4255922536613,0.0
32.1,8.049393355451361,0.034178747706906584,38.263189867704575,0.0
32.2,8.71337305076326,0.03339164317980017,41.318343428983326,0.0
32.300000000000004,9.431616505926284,0.032640697527781586,44.60612388740732,0.0
32.4,10.20846952779051,0.031925717425997445,48.14238181364716,0.0
32.5,11.04861064329706,0.03124659223320844,51.94374304667718,0.0
32.6,11.957073935865015,0.03060330051876469,56.02759511682416,0.0
32.7,12.939272987095782,0.02999591769467731,60.412062850309425,0.0
32.800000000000004,14.00102589024534,0.0294246249384937,65.11597143121656,0.0
32.9,15.148581280546038,0.028889719628675533,70.15879508151806,0.0
33.0,16.388645301891223,0.028391627557916577,75.5605894275928,0.0
33.1,17.728409399051877,0.027930917243169703,81.3419055625618,0.0
33.2,19.175578788863,0.027508316716407254,87.5236837994641,0.0
33.300000000000004,20.73840142203472,0.02712473326027377,94.1271251540227,0.0
33.4,22.42569719873931,0.026781276651555337,101.17353871223045,0.0
33.5,24.24688714520509,0.026479286597581905,108.68416324288094,0.0
33.6,26.212022194531126,0.026220365202442374,116.67996172457987,0.0
33.7,28.331811142193732,0.026006415489135865,125.18138788639693,0.0
33.800000000000004,30.617647264671024,0.025839687240735997,134.20812442517766,0.0
33.9,33.081632997845865,0.025722831721585338,143.77879327175242,0.0
34.0,35.73660197010452,0.025658967215789637,153.91063913914098,0.0
34.1,38.596137573339334,0.02565175779754813,164.6191885979684,0.0
34.2,41.674587133765534,0.025705508356031453,175.91788807855616,0.0
34.300000000000004,44.98707061436963,0.025825279676162573,187.81772547537824,0.0
34.4,48.54948264332961,0.0260170283783776,200.32684139503516,0.0
34.5,52.378486519967296,0.026287777815573628,213.45013749659506,0.0
34.6,56.491498704644904,0.026645827708504287,227.18889076139152,0.0
34.7,60.90666215544924,0.027101012499572273,241.54038382239068,0.0
34.800000000000004,65.64280673753677,0.027665021292814382,256.49756259294423,0.0
34.9,70.71939480696133,0.028351796062004057,272.0487332648064,0.0
35.0,76.15644996724636,0.029178029875138654,288.1773111962898,0.0
35.1,81.97446692277904,0.030163793652818568,304.8616341883387,0.0
35.2,88.19430031838388,0.031333329077191385,322.07485206719235,0.0
35.300000000000004,94.83703047008132,0.03271605757506242,339.7849032975675,0.0
35.4,101.92380396941658,0.03434787205036143,357.954587512492,0.0
35.5,109.47564729368682,0.03627280099164706,376.54174037763755,0.0
35.6,117.51325178603861,0.03854516623439712,395.4995141679458,0.0
35.7,126.05672868841944,0.0412323996160501,414.7767639297628,0.0
